Name,Created at,Cancelled at,Lineitem name,Lineitem quantity,Lineitem price,Lineitem discount,Financial Status,Fulfillment Status,Subtotal,Total Discount,Shipping,Taxes,Total,Currency,Customer Email,Billing Name,Shipping Province,Shipping Country
#2882,2025-07-05 01:53:00,,Glow Oil L,1,35.0,1.99,paid,fulfilled,129.0,7.64,0.0,18.14,139.5,USD,qlbttot147@gmail.com,Customer 1147,ENG,United Kingdom
#2784,2024-10-11 16:25:00,,Cap 01,1,19.0,0.0,paid,fulfilled,98.0,0.0,9.99,12.56,120.55,USD,hbpwrsh147@gmail.com,Customer 1147,NSW,Australia
#1803,2025-01-22 08:20:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,44.0,0.0,6.99,8.76,59.75,USD,rolefjciuu319@brand.com,Customer 1319,NSW,Australia
#3457,2024-12-18 02:41:00,,Repair Eye Gel G,1,45.0,8.13,refunded,fulfilled,282.0,48.49,0.0,16.95,0.0,USD,yqpfvkbo384@brand.com,Customer 384,TX,United States
#3006,2024-11-18 11:55:00,,Hoodie 01,1,55.0,5.27,paid,fulfilled,55.0,5.27,0.0,5.94,55.67,USD,zxksvzngs147@gmail.com,Customer 1147,ENG,United Kingdom
#2671,2024-08-28 07:58:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,22.0,0.0,0.0,1.68,23.68,USD,fuwmdhktl8@brand.com,Customer 8,WA,United States
#3400,2025-06-15 09:26:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,79.0,0.0,4.99,6.78,90.77,USD,bywagolz8@yahoo.com,Customer 8,BC,Canada
#2227,2025-05-26 05:43:00,,Classic Tee 01,1,22.0,6.37,paid,fulfilled,50.0,15.46,0.0,2.9,37.44,USD,fhirgbmjt147@brand.com,Customer 1147,FL,United States
#3034,2025-05-28 18:53:00,,Leggings 01,1,49.0,0.0,paid,unfulfilled,49.0,0.0,0.0,4.28,53.28,USD,rdsungcd8@hotmail.com,Customer 8,NSW,Australia
#2316,2024-12-05 13:18:00,,Hydra Cream B,1,49.0,10.0,paid,partial,260.0,56.51,4.99,38.47,246.95,USD,srkkiwl147@yahoo.com,Customer 1147,NSW,Australia
#2474,2024-12-21 07:03:00,,Radiance Serum A,1,39.0,0.0,partially_refunded,fulfilled,39.0,0.0,4.99,3.56,36.81,USD,zbpxkltk384@hotmail.com,Customer 384,VIC,Australia
#3173,2025-04-24 09:19:00,,Glow Oil L,2,35.0,0.0,paid,fulfilled,168.0,0.0,0.0,27.71,195.71,USD,vbcfqcpzd124@hotmail.com,Customer 1124,ENG,United Kingdom
#2530,2025-08-17 09:52:00,2025-08-19 09:52:00,Premium Tee 02,2,28.0,4.41,refunded,fulfilled,56.0,4.41,0.0,3.14,0.0,USD,uwzeohihe147@yahoo.com,Customer 1147,WA,United States
#3255,2025-03-12 22:10:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,203.0,0.0,0.0,16.46,219.46,USD,bkqdazxwg147@brand.com,Customer 1147,ON,Canada
#2770,2025-07-23 21:38:00,,Repair Eye Gel G,1,45.0,0.0,paid,unfulfilled,64.0,0.0,9.99,9.06,83.05,USD,egkmxtg147@yahoo.com,Customer 1147,ENG,United Kingdom
#2957,2025-04-05 06:41:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,22.0,0.0,4.99,1.68,28.67,USD,xsnznm147@hotmail.com,Customer 1147,IL,United States
#2503,2024-12-01 15:23:00,,Socks 3-Pack,3,14.0,0.33,paid,partial,42.0,0.33,0.0,3.85,45.52,USD,gyzimb384@gmail.com,Customer 384,CA,United States
#2619,2025-02-28 03:49:00,,Foam Cleanser F,2,21.0,0.0,paid,fulfilled,143.0,0.0,0.0,11.25,154.25,USD,tsceesf8@gmail.com,Customer 8,QC,Canada
#2975,2024-10-31 11:22:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,156.0,0.0,0.0,12.54,168.54,USD,oejbsmsr8@yahoo.com,Customer 8,BC,Canada
#3104,2025-07-08 09:42:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,0.0,4.43,53.43,USD,wtjqapj147@yahoo.com,Customer 1147,NY,United States
#2628,2025-02-20 17:17:00,,Leggings 01,4,49.0,25.28,paid,fulfilled,275.0,35.24,0.0,16.8,256.56,USD,gqndwpcim384@gmail.com,Customer 384,FL,United States
#2468,2025-06-08 00:21:00,,Starter Kit C,2,79.0,0.0,paid,fulfilled,251.0,0.0,0.0,20.32,271.32,USD,ovacydfsdm147@yahoo.com,Customer 1147,CA,United States
#1678,2025-06-08 14:09:00,,Socks 3-Pack,3,14.0,0.0,paid,fulfilled,222.0,0.0,4.99,17.86,244.85,USD,oblzzeow8@hotmail.com,Customer 8,NY,United States
#1711,2025-07-28 16:52:00,,Repair Eye Gel G,3,45.0,0.0,paid,fulfilled,315.0,0.0,0.0,54.02,369.02,USD,mtjbqtlqnc147@hotmail.com,Customer 1147,VIC,Australia
#2136,2025-03-03 19:51:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,79.0,0.0,4.99,7.07,91.06,USD,uhqvqsi147@yahoo.com,Customer 1147,TX,United States
#1756,2025-03-06 01:14:00,,Leggings 01,1,49.0,6.46,paid,partial,192.0,21.12,9.99,14.36,195.23,USD,rmynlacuji8@hotmail.com,Customer 8,QC,Canada
#3033,2024-11-06 18:03:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,108.0,0.0,6.99,8.55,123.54,USD,obucgopblm8@brand.com,Customer 8,NY,United States
#2302,2024-10-07 19:24:00,,Starter Kit C,1,79.0,6.72,paid,fulfilled,79.0,6.72,6.99,12.11,91.38,USD,obmaoanww8@hotmail.com,Customer 8,ENG,United Kingdom
#1840,2025-02-24 18:29:00,,Foam Cleanser F,1,21.0,0.0,paid,unfulfilled,21.0,0.0,6.99,3.83,31.82,USD,wntexxv8@gmail.com,Customer 8,NSW,Australia
#1995,2024-09-07 20:02:00,,Shorts 01,1,35.0,6.16,refunded,fulfilled,70.0,12.08,0.0,3.81,0.0,USD,wjylcq8@brand.com,Customer 8,TX,United States
#3482,2024-12-27 17:32:00,,Hoodie 01,1,55.0,0.5,paid,fulfilled,115.0,1.03,4.99,10.29,129.25,USD,uorkwk265@yahoo.com,Customer 265,TX,United States
#1279,2024-11-23 20:08:00,,Light Jacket 01,2,79.0,15.79,paid,fulfilled,216.0,19.77,6.99,39.06,242.28,USD,esgogeijmk8@brand.com,Customer 8,ENG,United Kingdom
#2207,2025-08-11 16:03:00,,Hoodie 01,1,55.0,7.66,paid,fulfilled,55.0,7.66,6.99,4.79,59.12,USD,ubpcvgea147@gmail.com,Customer 1147,NY,United States
#1188,2025-01-10 01:33:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,510.0,0.0,9.99,76.54,596.53,USD,wrvsxmku384@yahoo.com,Customer 384,ENG,United Kingdom
#1882,2024-11-07 09:48:00,,Repair Eye Gel G,1,45.0,2.49,paid,fulfilled,95.0,5.03,6.99,8.57,105.53,USD,glazgnnjmw147@brand.com,Customer 1147,CA,United States
#2238,2025-04-07 14:09:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,64.0,0.0,0.0,4.65,68.65,USD,sergquykxn384@hotmail.com,Customer 384,CA,United States
#3437,2025-02-13 21:14:00,,Revive Mask M,2,29.0,0.0,partially_refunded,fulfilled,107.0,0.0,0.0,7.66,75.48,USD,whcxqgko8@yahoo.com,Customer 8,BC,Canada
#3589,2024-10-05 21:22:00,,Shorts 01,2,35.0,13.81,paid,unfulfilled,148.0,31.45,4.99,7.94,129.48,USD,vfdwtv8@hotmail.com,Customer 8,ON,Canada
#2206,2025-07-23 05:05:00,,Socks 3-Pack,1,14.0,0.0,paid,partial,14.0,0.0,0.0,1.18,15.18,USD,auqikukeht147@yahoo.com,Customer 1147,WA,United States
#1622,2024-09-19 20:26:00,,Clarifying Toner X,1,25.0,0.0,paid,unfulfilled,25.0,0.0,6.99,1.94,33.93,USD,koqnlw8@gmail.com,Customer 8,TX,United States
#3019,2025-04-12 07:04:00,,Premium Tee 02,1,28.0,2.88,paid,fulfilled,98.0,8.15,0.0,13.03,102.88,USD,mwvdmfbbt147@yahoo.com,Customer 1147,ENG,United Kingdom
#1914,2024-09-03 17:04:00,,Premium Tee 02,1,28.0,2.44,paid,fulfilled,229.0,25.97,0.0,16.07,219.1,USD,lhiyvdu833@yahoo.com,Customer 833,CA,United States
#1809,2024-11-02 07:48:00,,Repair Eye Gel G,3,45.0,29.55,paid,fulfilled,262.0,63.19,0.0,14.36,213.17,USD,udzugyiv265@hotmail.com,Customer 265,QC,Canada
#1952,2024-11-11 02:46:00,,Starter Kit C,1,79.0,24.97,paid,fulfilled,79.0,24.97,6.99,7.05,68.07,USD,kbtthqnzlv147@brand.com,Customer 1147,NSW,Australia
#3323,2024-11-09 02:02:00,,Leggings 01,1,49.0,0.0,paid,partial,49.0,0.0,0.0,3.28,52.28,USD,wsdxoetnqo147@brand.com,Customer 1147,WA,United States
#2408,2024-08-28 04:29:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,105.0,0.0,0.0,9.19,114.19,USD,lgvsihha418@gmail.com,Customer 418,IL,United States
#3133,2024-09-13 10:21:00,,Radiance Serum A,1,39.0,1.11,paid,fulfilled,106.0,3.58,4.99,8.73,116.14,USD,vvqkjopw8@gmail.com,Customer 8,IL,United States
#1515,2024-08-29 09:42:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,0.0,4.38,39.38,USD,rqmxiwylm8@yahoo.com,Customer 8,ENG,United Kingdom
#2497,2025-02-19 20:56:00,,Hydra Cream B,2,49.0,10.07,paid,fulfilled,167.0,16.29,0.0,15.29,166.0,USD,kmvtykwd147@yahoo.com,Customer 1147,NSW,Australia
#1963,2024-12-20 05:33:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,25.0,0.0,0.0,1.91,26.91,USD,glhaekakbe187@hotmail.com,Customer 1187,BC,Canada
#1903,2025-04-11 10:54:00,,Clarifying Toner X,2,25.0,0.0,paid,fulfilled,178.0,0.0,6.99,12.8,197.79,USD,rwtvpsbc147@hotmail.com,Customer 1147,WA,United States
#1719,2025-08-06 11:13:00,,Radiance Serum A,1,39.0,7.91,paid,fulfilled,39.0,7.91,9.99,3.14,44.22,USD,rrnpvfk147@gmail.com,Customer 1147,NY,United States
#1809,2024-11-02 07:48:00,,Hydra Cream B,1,49.0,13.43,paid,fulfilled,262.0,63.19,0.0,14.36,213.17,USD,budiggnk265@hotmail.com,Customer 265,QC,Canada
#1267,2025-06-10 20:34:00,,Foam Cleanser F,1,21.0,4.76,paid,fulfilled,116.0,22.81,4.99,6.95,105.13,USD,bysoosm147@hotmail.com,Customer 1147,TX,United States
#2291,2025-02-17 01:26:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,305.0,0.0,6.99,52.17,364.16,USD,zvxjxd8@yahoo.com,Customer 8,ENG,United Kingdom
#2589,2024-09-01 10:29:00,,Glow Oil L,1,35.0,4.24,paid,fulfilled,35.0,4.24,4.99,3.35,39.1,USD,zrpkzhfy147@gmail.com,Customer 1147,CA,United States
#2810,2024-12-17 19:30:00,,Hydra Cream B,1,49.0,5.86,refunded,partial,246.0,25.56,9.99,16.38,0.0,USD,crtwweye8@brand.com,Customer 8,TX,United States
#2043,2024-10-29 07:45:00,,Clarifying Toner X,2,25.0,11.44,paid,fulfilled,99.0,25.47,9.99,5.55,89.07,USD,heykgu8@brand.com,Customer 8,NY,United States
#3541,2024-10-05 01:01:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,79.0,0.0,0.0,5.47,84.47,USD,iafdbmay147@gmail.com,Customer 1147,BC,Canada
#2554,2025-05-31 05:25:00,,Hydra Cream B,1,49.0,11.05,paid,fulfilled,49.0,11.05,0.0,3.33,41.28,USD,xoehtpv384@hotmail.com,Customer 384,QC,Canada
#2782,2024-12-17 02:24:00,,Repair Eye Gel G,2,45.0,0.0,paid,unfulfilled,168.0,0.0,4.99,14.49,187.48,USD,aebrsy147@yahoo.com,Customer 1147,CA,United States
#1290,2025-01-17 16:33:00,,Premium Tee 02,1,28.0,3.89,paid,fulfilled,28.0,3.89,4.99,2.36,31.46,USD,inmivuoc147@gmail.com,Customer 1147,ON,Canada
#3342,2025-02-28 11:32:00,,Shorts 01,2,35.0,0.0,paid,unfulfilled,91.0,0.0,9.99,8.03,109.02,USD,sowrho147@hotmail.com,Customer 1147,FL,United States
#1486,2024-09-22 09:53:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,4.99,5.01,38.0,USD,tcpaixfpsm8@gmail.com,Customer 8,VIC,Australia
#2318,2024-10-08 22:44:00,,Hydra Cream B,4,49.0,0.0,paid,fulfilled,251.0,0.0,4.99,21.75,277.74,USD,rpeufiki442@hotmail.com,Customer 1442,CA,United States
#3155,2025-07-30 14:49:00,,Starter Kit C,1,79.0,8.9,paid,fulfilled,114.0,12.17,0.0,6.29,108.12,USD,jveuqsr8@gmail.com,Customer 8,IL,United States
#3113,2025-05-06 21:50:00,,Hydra Cream B,2,49.0,37.74,paid,fulfilled,147.0,50.84,4.99,7.03,108.18,USD,fnclko147@hotmail.com,Customer 1147,NY,United States
#1579,2024-09-04 13:06:00,,Cap 01,1,19.0,1.75,paid,fulfilled,19.0,1.75,9.99,5.37,32.61,USD,fynyawq8@gmail.com,Customer 8,NSW,Australia
#2249,2024-12-09 11:42:00,,Foam Cleanser F,2,21.0,7.22,paid,partial,87.0,14.74,0.0,5.44,77.7,USD,tnrarnpfjq147@brand.com,Customer 1147,TX,United States
#2056,2025-02-02 01:16:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,45.0,0.0,4.99,8.04,58.03,USD,rdthwv384@hotmail.com,Customer 384,VIC,Australia
#3349,2025-04-24 15:32:00,,Light Jacket 01,1,79.0,17.02,paid,fulfilled,93.0,19.96,6.99,10.63,90.66,USD,xcdphic8@hotmail.com,Customer 8,NSW,Australia
#2268,2024-09-28 18:38:00,,Clarifying Toner X,3,25.0,0.0,paid,fulfilled,125.0,0.0,0.0,8.1,133.1,USD,lecehw8@hotmail.com,Customer 8,NY,United States
#3416,2025-08-20 02:52:00,,Starter Kit C,2,79.0,0.0,refunded,fulfilled,262.0,0.0,4.99,26.91,0.0,USD,ysvnkbued147@gmail.com,Customer 1147,ENG,United Kingdom
#2698,2024-11-19 12:12:00,,Classic Tee 01,1,22.0,0.0,paid,unfulfilled,77.0,0.0,0.0,7.31,84.31,USD,hiutabun8@yahoo.com,Customer 8,IL,United States
#1782,2025-02-09 11:52:00,,Repair Eye Gel G,1,45.0,2.71,partially_refunded,unfulfilled,305.0,16.74,0.0,50.82,221.8,USD,gnqrxxk8@brand.com,Customer 8,VIC,Australia
#1278,2025-07-24 09:12:00,,Starter Kit C,1,79.0,14.01,paid,fulfilled,384.0,62.21,0.0,62.22,384.01,USD,cakddlnpk384@yahoo.com,Customer 384,VIC,Australia
#2969,2025-06-13 10:09:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,98.0,0.0,4.99,9.2,112.19,USD,adherir147@brand.com,Customer 1147,FL,United States
#1505,2024-11-07 03:17:00,,Premium Tee 02,1,28.0,1.89,paid,fulfilled,28.0,1.89,6.99,2.29,35.39,USD,elyxdzt8@gmail.com,Customer 8,NY,United States
#1343,2025-04-14 06:10:00,,Socks 3-Pack,3,14.0,10.09,paid,fulfilled,42.0,10.09,0.0,2.51,34.42,USD,dbxdanap147@hotmail.com,Customer 1147,NY,United States
#1527,2024-12-26 07:31:00,,Classic Tee 01,1,22.0,6.63,paid,unfulfilled,71.0,21.36,6.99,3.63,60.26,USD,wwambnp8@hotmail.com,Customer 8,FL,United States
#1294,2025-01-02 18:15:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,118.0,0.0,0.0,9.88,127.88,USD,yroqwmciyu384@hotmail.com,Customer 384,VIC,Australia
#3508,2025-05-13 15:54:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,25.0,0.0,0.0,1.87,26.87,USD,mdknwxfxj292@brand.com,Customer 1292,WA,United States
#1713,2025-01-10 15:53:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,54.0,0.0,6.99,5.07,66.06,USD,yiwpazcolq8@gmail.com,Customer 8,WA,United States
#3158,2024-12-07 19:19:00,,Classic Tee 01,1,22.0,0.0,paid,partial,22.0,0.0,0.0,1.94,23.94,USD,ktntahm147@hotmail.com,Customer 1147,ON,Canada
#2093,2025-03-09 15:26:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,139.0,0.0,0.0,10.25,149.25,USD,rzhlgblf147@yahoo.com,Customer 1147,QC,Canada
#1222,2024-12-17 04:47:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,254.0,0.0,9.99,41.99,305.98,USD,pxbonfoc8@brand.com,Customer 8,ENG,United Kingdom
#3538,2025-05-07 13:35:00,,Radiance Serum A,1,39.0,0.0,refunded,fulfilled,189.0,0.0,0.0,11.95,0.0,USD,ubwuahn8@gmail.com,Customer 8,IL,United States
#1813,2025-04-26 02:54:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,247.0,0.0,0.0,16.34,263.34,USD,rdltccqw458@hotmail.com,Customer 1458,QC,Canada
#2856,2024-09-28 09:42:00,,Radiance Serum A,1,39.0,3.37,paid,fulfilled,39.0,3.37,4.99,2.47,43.09,USD,zewrkkb8@gmail.com,Customer 8,ON,Canada
#1292,2025-02-22 19:51:00,,Cap 01,1,19.0,6.68,paid,fulfilled,182.0,73.17,6.99,11.1,126.92,USD,ibjdrp8@gmail.com,Customer 8,ENG,United Kingdom
#1947,2025-07-26 00:54:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,173.0,0.0,0.0,15.64,188.64,USD,xpfvkyfmzo147@gmail.com,Customer 1147,QC,Canada
#2014,2025-02-27 17:26:00,,Hoodie 01,1,55.0,8.14,paid,unfulfilled,134.0,16.93,0.0,9.58,126.65,USD,mnvmnahj8@brand.com,Customer 8,CA,United States
#1441,2025-08-12 17:37:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,136.0,0.0,0.0,10.83,146.83,USD,kpfmtc8@yahoo.com,Customer 8,CA,United States
#2878,2025-05-09 11:50:00,,Revive Mask M,1,29.0,0.0,paid,fulfilled,127.0,0.0,4.99,9.56,141.55,USD,atgrxmi643@yahoo.com,Customer 643,BC,Canada
#3288,2024-09-03 02:07:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,123.0,0.0,6.99,8.6,138.59,USD,pxdjigng8@gmail.com,Customer 8,CA,United States
#2482,2025-07-13 21:37:00,,Premium Tee 02,1,28.0,0.0,paid,partial,79.0,0.0,4.99,7.28,91.27,USD,lutkuieq8@yahoo.com,Customer 8,ENG,United Kingdom
#3509,2025-04-04 09:14:00,,Socks 3-Pack,1,14.0,3.38,paid,fulfilled,14.0,3.38,6.99,1.4,19.01,USD,xdirxvnw147@brand.com,Customer 1147,QC,Canada
#1932,2025-05-05 12:03:00,,Repair Eye Gel G,1,45.0,5.4,paid,partial,45.0,5.4,0.0,3.81,43.41,USD,fvvngtgu384@brand.com,Customer 384,ENG,United Kingdom
#2016,2025-04-10 21:56:00,,Revive Mask M,1,29.0,3.73,paid,fulfilled,198.0,22.15,4.99,12.23,193.07,USD,jhozgzdu147@gmail.com,Customer 1147,WA,United States
#3181,2025-07-19 15:58:00,,Socks 3-Pack,1,14.0,0.0,partially_refunded,unfulfilled,14.0,0.0,6.99,1.59,14.37,USD,mgjgvve384@brand.com,Customer 384,CA,United States
#1370,2024-12-21 09:17:00,,Glow Oil L,2,35.0,0.0,paid,fulfilled,70.0,0.0,4.99,5.43,80.42,USD,bymwsz8@brand.com,Customer 8,BC,Canada
#1237,2025-07-11 19:30:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,63.0,0.0,0.0,5.03,68.03,USD,webygetmql384@gmail.com,Customer 384,BC,Canada
#1841,2025-01-25 09:41:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,129.0,0.0,0.0,8.72,137.72,USD,vptgraxpm384@brand.com,Customer 384,QC,Canada
#3560,2025-05-19 05:14:00,,Starter Kit C,2,79.0,0.0,paid,fulfilled,205.0,0.0,6.99,15.85,227.84,USD,eqofhr147@hotmail.com,Customer 1147,TX,United States
#1851,2025-04-03 17:39:00,,Leggings 01,1,49.0,4.35,paid,fulfilled,88.0,6.68,0.0,5.97,87.29,USD,lrrcqjwdm8@yahoo.com,Customer 8,CA,United States
#2687,2024-09-13 20:49:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,21.0,0.0,4.99,1.65,27.64,USD,dmanqr8@yahoo.com,Customer 8,ON,Canada
#1789,2024-11-04 15:32:00,,Starter Kit C,1,79.0,0.0,paid,unfulfilled,186.0,0.0,6.99,17.41,210.4,USD,pknpitqszl8@hotmail.com,Customer 8,CA,United States
#3644,2025-06-17 01:37:00,,Hoodie 01,3,55.0,0.0,paid,fulfilled,165.0,0.0,0.0,10.6,175.6,USD,hshflrdij384@gmail.com,Customer 384,CA,United States
#1169,2024-12-11 01:47:00,,Radiance Serum A,3,39.0,23.9,paid,fulfilled,436.0,78.4,4.99,21.85,384.44,USD,gkeesmo147@brand.com,Customer 1147,ON,Canada
#2604,2025-05-06 10:16:00,,Light Jacket 01,1,79.0,11.83,paid,unfulfilled,128.0,20.84,4.99,7.21,119.36,USD,jyornsl8@hotmail.com,Customer 8,QC,Canada
#3163,2024-10-14 20:01:00,,Socks 3-Pack,2,14.0,0.0,paid,fulfilled,28.0,0.0,0.0,2.02,30.02,USD,xleveq384@yahoo.com,Customer 384,NY,United States
#3436,2024-09-03 14:05:00,,Radiance Serum A,2,39.0,0.0,paid,partial,78.0,0.0,0.0,5.94,83.94,USD,dsoekzynp147@gmail.com,Customer 1147,ON,Canada
#1578,2025-05-06 06:26:00,,Revive Mask M,1,29.0,0.0,paid,partial,124.0,0.0,0.0,8.98,132.98,USD,udwqcaut147@gmail.com,Customer 1147,FL,United States
#1412,2025-01-26 02:56:00,,Revive Mask M,1,29.0,2.1,paid,fulfilled,192.0,15.58,9.99,17.46,203.87,USD,mdtbsstlxi8@yahoo.com,Customer 8,IL,United States
#2542,2025-08-15 21:20:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,0.0,2.2,30.2,USD,bmtlnigm8@gmail.com,Customer 8,TX,United States
#1438,2025-03-27 21:15:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,61.0,0.0,4.99,5.45,71.44,USD,xiefqlrnw147@gmail.com,Customer 1147,TX,United States
#1800,2024-10-24 05:45:00,,Starter Kit C,1,79.0,17.92,paid,partial,79.0,17.92,0.0,4.41,65.49,USD,tewatbs147@hotmail.com,Customer 1147,BC,Canada
#1207,2025-05-21 17:59:00,,Glow Oil L,1,35.0,0.0,partially_refunded,fulfilled,278.0,0.0,0.0,52.52,231.91,USD,ozjzhluxvw147@brand.com,Customer 1147,VIC,Australia
#1328,2025-01-20 01:36:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,217.0,0.0,9.99,40.3,267.29,USD,lwhmzp384@hotmail.com,Customer 384,VIC,Australia
#3142,2025-08-21 17:57:00,,Glow Oil L,2,35.0,4.0,paid,unfulfilled,345.0,14.9,4.99,26.6,361.69,USD,tupeyeklaj384@hotmail.com,Customer 384,FL,United States
#1979,2025-03-15 09:53:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,57.0,0.0,4.99,5.0,66.99,USD,ywgvyfgdoj147@hotmail.com,Customer 1147,NY,United States
#3458,2025-07-05 05:22:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,158.0,0.0,0.0,12.66,170.66,USD,vimkose8@hotmail.com,Customer 8,VIC,Australia
#3530,2024-10-11 03:55:00,,Radiance Serum A,1,39.0,7.98,paid,unfulfilled,39.0,7.98,9.99,2.75,43.76,USD,vqpcsahcz147@hotmail.com,Customer 1147,CA,United States
#3130,2024-09-26 11:48:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,0.0,2.41,30.41,USD,zenxfjs147@brand.com,Customer 1147,BC,Canada
#1673,2024-11-04 06:20:00,,Leggings 01,1,49.0,0.0,paid,unfulfilled,128.0,0.0,0.0,8.53,136.53,USD,mlwrhrdy8@gmail.com,Customer 8,ON,Canada
#1484,2024-12-10 09:40:00,,Hydra Cream B,1,49.0,0.0,paid,partial,49.0,0.0,6.99,4.54,60.53,USD,mcujeubm384@brand.com,Customer 384,IL,United States
#3293,2025-03-26 06:06:00,,Glow Oil L,3,35.0,0.0,paid,partial,331.0,0.0,4.99,31.81,367.8,USD,rgdsvfzeh833@brand.com,Customer 833,CA,United States
#3646,2025-06-25 18:56:00,,Glow Oil L,1,35.0,5.35,paid,fulfilled,114.0,15.69,4.99,9.56,112.86,USD,drsikp243@hotmail.com,Customer 1243,VIC,Australia
#2861,2025-04-01 14:06:00,,Glow Oil L,2,35.0,0.0,paid,fulfilled,95.0,0.0,0.0,9.79,104.79,USD,mxtovxy147@brand.com,Customer 1147,ENG,United Kingdom
#3096,2024-10-14 09:00:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,86.0,0.0,0.0,5.59,91.59,USD,ierritvbm480@yahoo.com,Customer 480,BC,Canada
#3126,2025-08-02 13:19:00,,Cap 01,1,19.0,0.96,paid,fulfilled,113.0,6.69,0.0,9.81,116.12,USD,dwaiedm56@gmail.com,Customer 56,FL,United States
#2890,2024-09-02 21:52:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,128.0,0.0,0.0,10.47,138.47,USD,qqofiazp8@brand.com,Customer 8,VIC,Australia
#3491,2025-03-16 10:10:00,,Revive Mask M,2,29.0,0.0,paid,fulfilled,151.0,0.0,4.99,11.36,167.35,USD,banajofiat8@hotmail.com,Customer 8,TX,United States
#3614,2025-07-21 18:01:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,0.0,1.98,29.98,USD,fozgngqiz8@brand.com,Customer 8,ON,Canada
#3316,2024-09-05 11:06:00,,Foam Cleanser F,3,21.0,0.0,paid,fulfilled,236.0,0.0,9.99,23.19,269.18,USD,fplbizyfzj147@gmail.com,Customer 1147,BC,Canada
#2184,2025-08-09 11:00:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,109.0,0.0,0.0,9.49,118.49,USD,eggatps187@brand.com,Customer 1187,QC,Canada
#3635,2024-08-26 08:58:00,,Leggings 01,1,49.0,23.01,paid,fulfilled,49.0,23.01,9.99,2.62,38.6,USD,diodgbsu8@hotmail.com,Customer 8,BC,Canada
#3597,2025-01-21 04:11:00,,Clarifying Toner X,1,25.0,0.0,paid,partial,212.0,0.0,0.0,13.25,225.25,USD,hdlxhg8@gmail.com,Customer 8,CA,United States
#1973,2025-03-03 23:19:00,,Hoodie 01,1,55.0,4.69,paid,fulfilled,55.0,4.69,6.99,4.53,61.83,USD,zviiqka8@gmail.com,Customer 8,IL,United States
#1720,2024-11-15 10:55:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,109.0,0.0,4.99,12.85,126.84,USD,yjcajwargq124@yahoo.com,Customer 1124,VIC,Australia
#2549,2025-01-20 04:28:00,,Revive Mask M,1,29.0,0.0,paid,partial,99.0,0.0,0.0,7.32,106.32,USD,uhmyswaq8@yahoo.com,Customer 8,WA,United States
#3556,2025-05-28 12:21:00,,Hydra Cream B,1,49.0,1.97,paid,fulfilled,107.0,5.39,0.0,6.25,107.86,USD,bjvattbx384@gmail.com,Customer 384,QC,Canada
#2032,2024-09-07 03:28:00,,Light Jacket 01,1,79.0,0.0,paid,partial,79.0,0.0,0.0,7.49,86.49,USD,foxpeworf8@hotmail.com,Customer 8,ENG,United Kingdom
