Name,Created at,Cancelled at,Lineitem name,Lineitem quantity,Lineitem price,Lineitem discount,Financial Status,Fulfillment Status,Subtotal,Total Discount,Shipping,Taxes,Total,Currency,Customer Email,Billing Name,Shipping Province,Shipping Country
#3653,2025-02-04 21:03:00,,Premium Tee 02,1,28.0,0.0,paid,unfulfilled,124.0,0.0,0.0,14.0,138.0,USD,kmrktacg326@gmail.com,Customer 326,VIC,Australia
#4213,2025-08-19 10:50:00,,Repair Eye Gel G,3,45.0,0.0,partially_refunded,fulfilled,135.0,0.0,0.0,22.78,124.61,USD,xtyicpxso301@yahoo.com,Customer 301,ENG,United Kingdom
#3869,2025-05-19 04:46:00,,Hoodie 01,2,55.0,6.18,paid,fulfilled,347.0,23.36,4.99,58.59,387.22,USD,wacepdlv229@hotmail.com,Customer 229,NSW,Australia
#4168,2025-01-15 22:47:00,,Light Jacket 01,1,79.0,24.76,paid,fulfilled,79.0,24.76,0.0,4.46,58.7,USD,jhiraqejlz301@gmail.com,Customer 301,QC,Canada
#3973,2025-01-19 21:19:00,,Revive Mask M,2,29.0,12.55,paid,partial,93.0,19.95,4.99,14.04,92.08,USD,dnmnbsbx301@brand.com,Customer 301,ENG,United Kingdom
#3974,2025-04-16 12:31:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,78.0,0.0,4.99,6.1,89.09,USD,bqalauyv301@yahoo.com,Customer 301,ON,Canada
#3718,2024-11-10 14:16:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,79.0,0.0,9.99,7.78,96.77,USD,awyrtkvgsa301@brand.com,Customer 301,QC,Canada
#3785,2025-03-20 10:57:00,,Leggings 01,2,49.0,0.0,paid,fulfilled,98.0,0.0,0.0,6.13,104.13,USD,rpiwkpsgk349@hotmail.com,Customer 349,NY,United States
#4154,2025-07-03 15:53:00,,Foam Cleanser F,2,21.0,0.0,paid,fulfilled,112.0,0.0,4.99,10.05,127.04,USD,ejeotl301@brand.com,Customer 301,WA,United States
#3744,2025-02-01 08:14:00,,Socks 3-Pack,2,14.0,0.0,partially_refunded,fulfilled,125.0,0.0,4.99,9.66,100.7,USD,vodrbfnb301@brand.com,Customer 301,CA,United States
#3740,2024-10-17 14:19:00,,Classic Tee 01,1,22.0,0.0,refunded,fulfilled,22.0,0.0,6.99,4.57,0.0,USD,quugkgqb301@gmail.com,Customer 301,NSW,Australia
#3806,2025-01-22 20:26:00,,Revive Mask M,3,29.0,11.58,paid,partial,87.0,11.58,0.0,5.76,81.18,USD,uvergsi301@brand.com,Customer 301,NY,United States
#3735,2024-11-04 01:29:00,,Socks 3-Pack,1,14.0,0.0,paid,unfulfilled,14.0,0.0,0.0,0.85,14.85,USD,gsvtrmp229@hotmail.com,Customer 229,IL,United States
#3680,2025-04-08 07:31:00,,Repair Eye Gel G,1,45.0,3.14,paid,fulfilled,159.0,11.54,6.99,12.23,166.68,USD,xdlyfljab229@hotmail.com,Customer 229,FL,United States
#4172,2024-10-03 03:14:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,297.0,0.0,6.99,19.05,323.04,USD,ufcqbxm301@yahoo.com,Customer 301,ON,Canada
#4158,2024-09-30 17:28:00,,Revive Mask M,1,29.0,0.0,paid,fulfilled,54.0,0.0,0.0,10.43,64.43,USD,dirmgyekn301@gmail.com,Customer 301,NSW,Australia
#3810,2025-05-05 12:31:00,,Hoodie 01,1,55.0,0.0,refunded,fulfilled,169.0,0.0,0.0,33.18,0.0,USD,uycnuuprb167@brand.com,Customer 167,NSW,Australia
#3750,2025-06-04 11:05:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,136.0,0.0,0.0,8.83,144.83,USD,dfxnquuzu301@hotmail.com,Customer 301,FL,United States
#4184,2025-06-14 23:14:00,,Hydra Cream B,1,49.0,0.0,paid,partial,74.0,0.0,6.99,7.11,88.1,USD,mzbrrxmhpj229@gmail.com,Customer 229,TX,United States
#3799,2024-10-02 17:25:00,,Glow Oil L,2,35.0,2.32,paid,fulfilled,70.0,2.32,4.99,4.55,77.22,USD,rsdovyeius301@brand.com,Customer 301,FL,United States
#4183,2025-06-17 22:17:00,,Starter Kit C,1,79.0,10.07,paid,fulfilled,79.0,10.07,6.99,7.66,83.58,USD,iuioff200@brand.com,Customer 200,ENG,United Kingdom
#4075,2025-03-25 01:05:00,,Foam Cleanser F,1,21.0,0.0,paid,partial,66.0,0.0,0.0,4.94,70.94,USD,mqfkxq301@brand.com,Customer 301,FL,United States
#3994,2025-07-31 17:52:00,,Light Jacket 01,2,79.0,0.0,paid,fulfilled,208.0,0.0,6.99,18.99,233.98,USD,bctilgnm289@gmail.com,Customer 289,TX,United States
#3850,2025-08-09 05:31:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,212.0,0.0,0.0,14.13,226.13,USD,ialxxwciq200@yahoo.com,Customer 200,QC,Canada
#3880,2024-12-01 16:39:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,0.0,2.63,37.63,USD,olybcwpu301@gmail.com,Customer 301,NY,United States
#3697,2024-11-16 19:14:00,,Light Jacket 01,1,79.0,35.48,paid,unfulfilled,171.0,68.28,0.0,9.73,112.45,USD,pnipezt301@hotmail.com,Customer 301,ON,Canada
#3820,2025-02-04 01:56:00,,Clarifying Toner X,2,25.0,0.0,paid,partial,442.0,0.0,6.99,47.65,496.64,USD,oqeujrmtxj301@hotmail.com,Customer 301,ENG,United Kingdom
#3863,2025-01-21 08:17:00,,Glow Oil L,2,35.0,12.94,paid,fulfilled,91.0,16.49,6.99,7.18,88.68,USD,piclikprpv229@hotmail.com,Customer 229,BC,Canada
#4054,2024-10-21 20:48:00,,Revive Mask M,2,29.0,4.26,paid,fulfilled,58.0,4.26,6.99,5.04,65.77,USD,oyxbjwwv301@hotmail.com,Customer 301,CA,United States
#4070,2024-09-04 14:20:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,144.0,0.0,6.99,11.75,162.74,USD,hhvdmz301@brand.com,Customer 301,BC,Canada
#4078,2025-04-20 20:37:00,,Hoodie 01,3,55.0,63.64,paid,unfulfilled,209.0,79.94,0.0,8.03,137.09,USD,qplojqbe289@gmail.com,Customer 289,IL,United States
#4043,2024-12-16 17:38:00,,Hoodie 01,2,55.0,0.0,paid,partial,110.0,0.0,0.0,9.04,119.04,USD,bkynapsdb301@gmail.com,Customer 301,BC,Canada
#3942,2024-08-27 02:55:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,217.0,0.0,0.0,17.88,234.88,USD,vseamd230@yahoo.com,Customer 230,TX,United States
#3941,2024-12-10 03:10:00,,Radiance Serum A,1,39.0,0.0,paid,fulfilled,109.0,0.0,6.99,10.5,126.49,USD,zweetpwc289@gmail.com,Customer 289,TX,United States
#4134,2025-07-14 14:49:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,142.0,0.0,4.99,11.05,158.04,USD,uxiftyaa301@gmail.com,Customer 301,TX,United States
#4083,2025-02-09 10:47:00,,Revive Mask M,2,29.0,0.0,paid,partial,107.0,0.0,6.99,16.86,130.85,USD,zywgucybip301@brand.com,Customer 301,NSW,Australia
#4015,2025-02-11 15:11:00,,Socks 3-Pack,1,14.0,2.73,paid,partial,122.0,25.43,4.99,8.9,110.46,USD,jstjqowv301@yahoo.com,Customer 301,WA,United States
#3663,2024-12-26 14:49:00,,Hoodie 01,1,55.0,9.78,paid,unfulfilled,308.0,54.49,4.99,21.05,279.55,USD,dyhmcx301@yahoo.com,Customer 301,FL,United States
#3636,2025-07-25 10:00:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,21.0,0.0,6.99,2.8,30.79,USD,lzdxebln301@yahoo.com,Customer 301,NSW,Australia
#4157,2024-10-16 10:52:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,0.0,2.78,37.78,USD,xvslkbmt289@gmail.com,Customer 289,WA,United States
#4016,2025-03-26 10:14:00,,Hydra Cream B,1,49.0,2.46,paid,fulfilled,133.0,7.52,0.0,24.48,149.96,USD,inrhwoqfhz289@gmail.com,Customer 289,NSW,Australia
#3892,2024-09-13 17:25:00,,Socks 3-Pack,2,14.0,0.0,paid,fulfilled,73.0,0.0,4.99,5.7,83.69,USD,xljrszwewc301@brand.com,Customer 301,QC,Canada
#4003,2025-08-01 14:13:00,,Clarifying Toner X,1,25.0,0.0,paid,partial,53.0,0.0,6.99,3.68,63.67,USD,ansmyy301@hotmail.com,Customer 301,IL,United States
#3715,2025-04-03 05:21:00,,Revive Mask M,1,29.0,7.65,paid,fulfilled,29.0,7.65,9.99,3.39,34.73,USD,ihmqijwmus301@hotmail.com,Customer 301,ENG,United Kingdom
#4098,2025-01-02 13:03:00,,Repair Eye Gel G,2,45.0,0.0,paid,fulfilled,90.0,0.0,6.99,7.97,104.96,USD,lbbvqichmi167@gmail.com,Customer 167,CA,United States
#3901,2025-02-14 10:37:00,,Cap 01,2,19.0,0.0,paid,fulfilled,93.0,0.0,0.0,7.91,100.91,USD,mzpjmlgr301@gmail.com,Customer 301,BC,Canada
#3878,2025-01-02 02:20:00,2025-01-13 02:20:00,Foam Cleanser F,1,21.0,1.13,refunded,fulfilled,140.0,9.63,0.0,8.99,0.0,USD,gbtmaxqgqa301@gmail.com,Customer 301,IL,United States
#3655,2025-04-19 01:58:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,188.0,0.0,6.99,17.15,212.14,USD,prwlmitjyw167@yahoo.com,Customer 167,ON,Canada
#3699,2025-06-06 15:42:00,,Revive Mask M,4,29.0,0.0,paid,fulfilled,276.0,0.0,4.99,20.09,301.08,USD,ylnorwru162@hotmail.com,Customer 162,QC,Canada
#4000,2025-05-06 09:48:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,193.0,0.0,0.0,28.07,221.07,USD,gszlwd301@hotmail.com,Customer 301,NSW,Australia
#4086,2025-02-23 08:02:00,,Hydra Cream B,4,49.0,45.12,partially_refunded,fulfilled,196.0,45.12,0.0,14.0,93.8,USD,klqfkblr301@gmail.com,Customer 301,QC,Canada
#3879,2025-04-20 03:50:00,,Clarifying Toner X,1,25.0,0.0,paid,unfulfilled,70.0,0.0,4.99,5.73,80.72,USD,droizfbe200@gmail.com,Customer 200,TX,United States
#4028,2025-07-25 16:02:00,,Light Jacket 01,2,79.0,13.2,paid,fulfilled,158.0,13.2,0.0,10.55,155.35,USD,udnwpu301@gmail.com,Customer 301,ON,Canada
#3795,2025-03-08 19:42:00,,Foam Cleanser F,2,21.0,7.19,paid,fulfilled,80.0,12.23,4.99,6.36,79.12,USD,ycuhctlk289@gmail.com,Customer 289,FL,United States
#4066,2025-07-28 18:19:00,,Cap 01,2,19.0,6.53,paid,fulfilled,57.0,10.1,6.99,4.57,58.46,USD,kbipftc326@brand.com,Customer 326,TX,United States
#3753,2025-01-14 19:45:00,,Light Jacket 01,2,79.0,0.0,paid,fulfilled,242.0,0.0,4.99,20.63,267.62,USD,wwyjyk301@gmail.com,Customer 301,FL,United States
#4145,2024-09-28 12:32:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,79.0,0.0,0.0,7.02,86.02,USD,dewixbnlri167@gmail.com,Customer 167,FL,United States
#3743,2024-11-26 22:51:00,,Leggings 01,2,49.0,35.47,paid,fulfilled,126.0,42.18,6.99,8.6,99.41,USD,uauhbs301@gmail.com,Customer 301,NY,United States
#3787,2025-01-15 11:40:00,,Socks 3-Pack,1,14.0,0.99,paid,fulfilled,240.0,15.01,6.99,20.87,252.85,USD,jlqrof200@brand.com,Customer 200,NY,United States
#3647,2025-06-10 13:19:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,22.0,0.0,0.0,2.42,24.42,USD,hgdfdntef301@brand.com,Customer 301,ENG,United Kingdom
#4153,2024-09-01 14:18:00,,Light Jacket 01,3,79.0,0.0,paid,fulfilled,237.0,0.0,4.99,24.43,266.42,USD,cugmacre289@yahoo.com,Customer 289,ENG,United Kingdom
#3753,2025-01-14 19:45:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,242.0,0.0,4.99,20.63,267.62,USD,mcgfnax301@yahoo.com,Customer 301,FL,United States
#3940,2025-08-01 15:58:00,,Classic Tee 01,1,22.0,1.32,paid,unfulfilled,77.0,4.29,0.0,4.83,77.54,USD,nnkmsv301@hotmail.com,Customer 301,QC,Canada
#4207,2024-10-15 18:42:00,,Hoodie 01,2,55.0,17.73,paid,fulfilled,145.0,26.22,0.0,8.46,127.24,USD,nnupgl229@gmail.com,Customer 229,NY,United States
#4161,2024-10-09 02:39:00,,Light Jacket 01,3,79.0,0.0,paid,fulfilled,237.0,0.0,6.99,16.79,260.78,USD,fvslbhdm301@hotmail.com,Customer 301,WA,United States
#3936,2025-05-10 02:26:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,21.0,0.0,9.99,2.62,33.61,USD,bjsmmvwdc301@hotmail.com,Customer 301,BC,Canada
#3814,2025-02-12 23:31:00,,Light Jacket 01,1,79.0,0.0,partially_refunded,fulfilled,158.0,0.0,6.99,11.76,130.02,USD,xwmgjufsu301@brand.com,Customer 301,QC,Canada
#4217,2025-06-02 03:13:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,154.0,0.0,9.99,15.51,179.5,USD,smsyzf301@brand.com,Customer 301,WA,United States
#3763,2024-10-28 20:54:00,,Revive Mask M,1,29.0,0.0,paid,partial,29.0,0.0,0.0,3.41,32.41,USD,nwzrmdeuf349@hotmail.com,Customer 349,VIC,Australia
#3963,2025-07-11 10:00:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,44.0,0.0,6.99,7.62,58.61,USD,ntnarnzhfv167@brand.com,Customer 167,NSW,Australia
#3639,2025-07-27 10:50:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,25.0,0.0,0.0,2.24,27.24,USD,ptlxosjkd200@gmail.com,Customer 200,FL,United States
#3638,2025-04-28 06:43:00,,Premium Tee 02,2,28.0,7.13,paid,fulfilled,372.0,44.9,4.99,26.29,358.38,USD,hfupil301@yahoo.com,Customer 301,NY,United States
#4118,2025-06-22 05:19:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,104.0,0.0,4.99,8.58,117.57,USD,jprdtqy230@yahoo.com,Customer 230,CA,United States
#3730,2024-11-21 20:29:00,,Shorts 01,2,35.0,4.46,paid,fulfilled,134.0,9.61,0.0,9.59,133.98,USD,igdjdkp230@brand.com,Customer 230,FL,United States
#3808,2024-09-24 01:28:00,,Premium Tee 02,1,28.0,2.69,paid,fulfilled,28.0,2.69,6.99,3.5,35.8,USD,ndmdpvxuqn200@hotmail.com,Customer 200,NSW,Australia
#3916,2024-10-25 21:00:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,4.99,3.08,36.07,USD,romwnkmzqj301@hotmail.com,Customer 301,TX,United States
#4208,2024-10-06 20:20:00,2024-10-21 20:20:00,Cap 01,1,19.0,0.0,refunded,fulfilled,47.0,0.0,4.99,4.56,0.0,USD,bcuvtxqir289@hotmail.com,Customer 289,ON,Canada
#3802,2025-01-08 23:23:00,,Hoodie 01,1,55.0,4.13,paid,fulfilled,55.0,4.13,6.99,10.46,68.32,USD,leyrztm301@hotmail.com,Customer 301,NSW,Australia
#3961,2024-09-07 03:54:00,,Socks 3-Pack,1,14.0,1.68,paid,partial,14.0,1.68,6.99,1.23,20.54,USD,tnlllwi301@brand.com,Customer 301,BC,Canada
#3789,2025-07-20 07:13:00,,Radiance Serum A,1,39.0,0.0,paid,fulfilled,39.0,0.0,4.99,2.75,46.74,USD,bypuqvh326@hotmail.com,Customer 326,IL,United States
#3680,2025-04-08 07:31:00,,Shorts 01,1,35.0,3.31,paid,fulfilled,159.0,11.54,6.99,12.23,166.68,USD,dgqwocvwht229@hotmail.com,Customer 229,FL,United States
#3773,2024-09-21 19:11:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,0.0,2.46,37.46,USD,xqlzgb229@yahoo.com,Customer 229,TX,United States
#3662,2025-06-17 09:21:00,,Radiance Serum A,1,39.0,2.36,paid,fulfilled,39.0,2.36,4.99,2.87,44.5,USD,jtgjqjrmq230@hotmail.com,Customer 230,ON,Canada
#3666,2025-06-12 09:58:00,,Hydra Cream B,1,49.0,15.53,paid,fulfilled,49.0,15.53,0.0,3.17,36.64,USD,uncnybuwn301@brand.com,Customer 301,QC,Canada
#3865,2025-05-24 22:17:00,,Revive Mask M,2,29.0,0.0,paid,fulfilled,259.0,0.0,9.99,19.27,288.26,USD,xysxzppn301@yahoo.com,Customer 301,BC,Canada
#3664,2025-06-15 13:15:00,,Revive Mask M,2,29.0,0.0,paid,fulfilled,58.0,0.0,0.0,4.17,62.17,USD,fvopvguuph301@yahoo.com,Customer 301,WA,United States
#4002,2025-04-11 15:47:00,,Hydra Cream B,2,49.0,0.0,paid,partial,98.0,0.0,9.99,8.34,116.33,USD,jmkpleymt289@brand.com,Customer 289,BC,Canada
#4117,2025-08-20 07:58:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,97.0,0.0,0.0,8.88,105.88,USD,diuikqmz200@gmail.com,Customer 200,NY,United States
#3979,2025-04-01 10:48:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,60.0,0.0,0.0,4.06,64.06,USD,hznrdgvo246@gmail.com,Customer 246,QC,Canada
#4169,2024-12-08 01:31:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,67.0,0.0,0.0,5.21,72.21,USD,ktkpijcxyt301@hotmail.com,Customer 301,IL,United States
#3797,2025-05-17 15:44:00,,Premium Tee 02,1,28.0,4.3,paid,fulfilled,70.0,10.75,4.99,5.64,69.88,USD,htxikq301@yahoo.com,Customer 301,CA,United States
#3925,2025-07-22 23:22:00,,Revive Mask M,1,29.0,2.71,paid,fulfilled,29.0,2.71,0.0,1.93,28.22,USD,ipktgkde301@hotmail.com,Customer 301,TX,United States
#3841,2024-12-08 04:18:00,,Leggings 01,1,49.0,13.04,paid,fulfilled,49.0,13.04,0.0,4.55,40.51,USD,jxngbf301@hotmail.com,Customer 301,NSW,Australia
#3621,2025-06-08 19:47:00,,Hydra Cream B,1,49.0,7.97,paid,unfulfilled,49.0,7.97,0.0,3.63,44.66,USD,wpusnzjo301@hotmail.com,Customer 301,WA,United States
#3677,2025-03-03 14:09:00,,Starter Kit C,2,79.0,0.0,paid,fulfilled,282.0,0.0,0.0,25.09,307.09,USD,xoepnylvv326@gmail.com,Customer 326,BC,Canada
#4088,2025-05-05 16:07:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,93.0,0.0,4.99,6.67,104.66,USD,wskkfvr200@brand.com,Customer 200,FL,United States
#3892,2024-09-13 17:25:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,73.0,0.0,4.99,5.7,83.69,USD,hychsmw301@gmail.com,Customer 301,QC,Canada
#3949,2025-07-27 03:09:00,,Socks 3-Pack,1,14.0,0.0,paid,partial,42.0,0.0,0.0,4.85,46.85,USD,yllvcc289@gmail.com,Customer 289,ENG,United Kingdom
#3739,2025-02-14 23:08:00,,Hoodie 01,1,55.0,7.89,paid,unfulfilled,83.0,11.14,0.0,6.94,78.8,USD,ddsjlu326@yahoo.com,Customer 326,NSW,Australia
#3772,2024-12-11 16:27:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,189.0,0.0,4.99,17.22,211.21,USD,puvzjke301@brand.com,Customer 301,VIC,Australia
#3623,2024-12-02 04:14:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,0.0,6.74,55.74,USD,vufaigfy301@hotmail.com,Customer 301,VIC,Australia
#3649,2025-04-29 23:02:00,,Starter Kit C,2,79.0,0.0,paid,fulfilled,272.0,0.0,6.99,26.29,305.28,USD,xhplobyct301@yahoo.com,Customer 301,BC,Canada
#3928,2024-12-16 19:15:00,,Starter Kit C,1,79.0,11.52,paid,fulfilled,118.0,16.44,0.0,9.4,110.96,USD,wtkawvym301@brand.com,Customer 301,FL,United States
#3800,2024-12-13 05:25:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,124.0,0.0,6.99,9.44,140.43,USD,tqsxwqvp230@yahoo.com,Customer 230,WA,United States
#4218,2025-03-19 04:46:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,212.0,0.0,6.99,43.12,262.11,USD,vaysick301@brand.com,Customer 301,ENG,United Kingdom
#3929,2025-06-29 20:19:00,,Socks 3-Pack,2,14.0,0.0,paid,fulfilled,129.0,0.0,6.99,9.93,145.92,USD,zfsekl200@hotmail.com,Customer 200,FL,United States
#3881,2025-07-16 13:20:00,,Clarifying Toner X,1,25.0,4.58,paid,partial,64.0,10.68,0.0,4.22,57.54,USD,emyqujagdn301@gmail.com,Customer 301,TX,United States
#3676,2025-05-31 20:06:00,,Premium Tee 02,3,28.0,0.0,paid,unfulfilled,152.0,0.0,0.0,9.38,161.38,USD,bqnfujy301@yahoo.com,Customer 301,NY,United States
#3982,2025-06-05 20:54:00,,Radiance Serum A,4,39.0,0.0,refunded,fulfilled,175.0,0.0,4.99,14.6,0.0,USD,dwdens301@hotmail.com,Customer 301,IL,United States
#3737,2025-04-26 11:27:00,,Radiance Serum A,1,39.0,7.14,paid,fulfilled,163.0,30.7,0.0,10.16,142.46,USD,khsgrs301@gmail.com,Customer 301,NY,United States
#3787,2025-01-15 11:40:00,,Starter Kit C,1,79.0,4.89,paid,fulfilled,240.0,15.01,6.99,20.87,252.85,USD,btfwwlfqsj200@yahoo.com,Customer 200,NY,United States
#4000,2025-05-06 09:48:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,193.0,0.0,0.0,28.07,221.07,USD,nzqhaw301@hotmail.com,Customer 301,NSW,Australia
#4197,2025-06-21 08:00:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,104.0,0.0,0.0,7.6,111.6,USD,kendvrj289@gmail.com,Customer 289,FL,United States
#3934,2025-03-10 02:03:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,21.0,0.0,0.0,1.68,22.68,USD,bdwvtyhw301@hotmail.com,Customer 301,QC,Canada
#3820,2025-02-04 01:56:00,,Light Jacket 01,3,79.0,0.0,paid,partial,442.0,0.0,6.99,47.65,496.64,USD,fihgqhlw301@hotmail.com,Customer 301,ENG,United Kingdom
#4137,2025-01-09 14:39:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,84.0,0.0,4.99,7.45,96.44,USD,wmgdqms301@yahoo.com,Customer 301,WA,United States
#4060,2024-09-07 16:41:00,,Cap 01,1,19.0,0.0,paid,fulfilled,106.0,0.0,0.0,12.54,118.54,USD,ooubiyajhk229@yahoo.com,Customer 229,VIC,Australia
#3948,2025-03-28 05:45:00,,Foam Cleanser F,2,21.0,1.66,paid,partial,42.0,1.66,4.99,3.22,48.55,USD,omzuuu230@hotmail.com,Customer 230,WA,United States
#4057,2025-02-27 11:18:00,,Leggings 01,4,49.0,0.0,paid,fulfilled,422.0,0.0,0.0,26.14,448.14,USD,lqacbqpe301@yahoo.com,Customer 301,NY,United States
#3834,2025-05-17 10:15:00,,Cap 01,2,19.0,0.0,paid,fulfilled,118.0,0.0,0.0,16.53,134.53,USD,vigojotjl200@brand.com,Customer 200,ENG,United Kingdom
#3898,2025-04-26 05:49:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,22.0,0.0,0.0,4.16,26.16,USD,kslkaiil167@gmail.com,Customer 167,NSW,Australia
#3686,2025-08-10 06:49:00,,Light Jacket 01,1,79.0,9.9,paid,fulfilled,101.0,13.39,4.99,8.61,101.21,USD,txkzmmynu301@brand.com,Customer 301,IL,United States
#3826,2024-09-25 23:21:00,,Radiance Serum A,1,39.0,0.05,paid,fulfilled,355.0,0.42,0.0,26.24,380.82,USD,sgdmiiuzm301@gmail.com,Customer 301,QC,Canada
#3760,2025-05-08 04:34:00,,Hoodie 01,1,55.0,0.0,paid,unfulfilled,570.0,0.0,0.0,39.19,609.19,USD,gxxbkkihlw301@brand.com,Customer 301,BC,Canada
#3834,2025-05-17 10:15:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,118.0,0.0,0.0,16.53,134.53,USD,szpnzh200@hotmail.com,Customer 200,ENG,United Kingdom
#3627,2025-02-09 16:55:00,,Socks 3-Pack,3,14.0,0.0,paid,fulfilled,232.0,0.0,0.0,19.43,251.43,USD,ounaiay200@hotmail.com,Customer 200,TX,United States
#3733,2025-06-28 19:10:00,,Classic Tee 01,2,22.0,0.0,paid,fulfilled,44.0,0.0,9.99,5.07,59.06,USD,tqgwag301@gmail.com,Customer 301,BC,Canada
#3982,2025-06-05 20:54:00,,Cap 01,1,19.0,0.0,refunded,fulfilled,175.0,0.0,4.99,14.6,0.0,USD,rxifljjen301@brand.com,Customer 301,IL,United States
#3663,2024-12-26 14:49:00,,Leggings 01,2,49.0,19.23,paid,unfulfilled,308.0,54.49,4.99,21.05,279.55,USD,kedwlr301@gmail.com,Customer 301,FL,United States
#3833,2025-03-08 22:15:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,149.0,0.0,4.99,27.89,181.88,USD,jpbyfm200@gmail.com,Customer 200,NSW,Australia
#4050,2025-02-24 03:55:00,,Clarifying Toner X,1,25.0,0.0,paid,partial,79.0,0.0,0.0,13.01,92.01,USD,hmgogoa200@gmail.com,Customer 200,VIC,Australia
#3992,2024-08-31 02:12:00,,Foam Cleanser F,1,21.0,5.06,paid,fulfilled,283.0,79.89,0.0,13.76,216.87,USD,kxfwiv301@brand.com,Customer 301,ON,Canada
#3755,2024-12-28 19:34:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,0.0,5.74,54.74,USD,yykzza84@hotmail.com,Customer 84,ENG,United Kingdom
#4117,2025-08-20 07:58:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,97.0,0.0,0.0,8.88,105.88,USD,bsggrwj200@gmail.com,Customer 200,NY,United States
#3741,2024-10-19 22:29:00,,Clarifying Toner X,1,25.0,0.0,paid,unfulfilled,39.0,0.0,4.99,2.72,46.71,USD,oemzbpaf301@gmail.com,Customer 301,WA,United States
#4052,2025-02-11 04:04:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,152.0,0.0,4.99,27.89,184.88,USD,jcxryvsb301@gmail.com,Customer 301,VIC,Australia
#4077,2025-04-05 02:56:00,,Leggings 01,1,49.0,9.33,paid,fulfilled,49.0,9.33,9.99,4.2,53.86,USD,hfcsqmvl301@brand.com,Customer 301,TX,United States
#4133,2025-07-10 23:55:00,,Foam Cleanser F,1,21.0,1.33,paid,fulfilled,21.0,1.33,0.0,1.5,21.17,USD,gbmfqblfw301@yahoo.com,Customer 301,ON,Canada
#3747,2025-01-14 07:33:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,223.0,0.0,0.0,30.8,253.8,USD,mudavz229@yahoo.com,Customer 229,ENG,United Kingdom
#4130,2025-02-18 05:44:00,,Classic Tee 01,3,22.0,0.0,paid,fulfilled,66.0,0.0,9.99,5.08,81.07,USD,vwrmqpoh301@yahoo.com,Customer 301,BC,Canada
#4164,2024-10-19 02:10:00,,Premium Tee 02,2,28.0,13.17,paid,fulfilled,56.0,13.17,4.99,3.46,51.28,USD,sbofyhr301@yahoo.com,Customer 301,IL,United States
#4095,2024-12-21 07:07:00,,Clarifying Toner X,1,25.0,0.0,paid,partial,170.0,0.0,0.0,15.25,185.25,USD,gkfhhyl200@yahoo.com,Customer 200,QC,Canada
#4070,2024-09-04 14:20:00,,Repair Eye Gel G,2,45.0,0.0,paid,fulfilled,144.0,0.0,6.99,11.75,162.74,USD,supfferyj301@hotmail.com,Customer 301,BC,Canada
