order_id,created_at,Cancelled at,lineitem_name,lineitem_quantity,lineitem_price,lineitem_discount,Financial Status,Fulfillment Status,Subtotal,total_discount,Shipping,Taxes,total,Currency,customer_email,Billing Name,Shipping Province,Shipping Country,AOV_sub,AOV_Tot,last28,,
#11455,6/13/25 4:11,,Repair Eye Gel G,1,45,3.27,paid,fulfilled,74,5.44,4.99,5.04,78.59,USD,jhwqav173@brand.com,Customer 2173,BC,Canada,68.56,78.59,FALSE,,
#11341,9/7/24 16:15,,Cap 01,1,19,0,paid,fulfilled,87,0,0,7.72,94.72,USD,ybnwekcfz173@yahoo.com,Customer 2173,BC,Canada,87,94.72,FALSE,,
#9774,9/19/24 0:00,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,4.99,2.37,35.36,USD,lgvigknxal173@brand.com,Customer 2173,CA,United States,28,35.36,FALSE,,
#8989,11/5/24 5:58,,Cap 01,1,19,0,paid,fulfilled,112,0,0,9.91,121.91,USD,tiwzopxcxf173@yahoo.com,Customer 2173,IL,United States,112,121.91,FALSE,,
#3482,9/18/24 19:42,,Premium Tee 02,1,28,0,paid,fulfilled,77,0,0,5.78,82.78,USD,strpxifstk937@brand.com,Customer 937,NY,United States,77,82.78,FALSE,,
#4057,12/2/24 18:38,,Radiance Serum A,1,39,0,paid,fulfilled,53,0,0,7.89,60.89,USD,otrgjyrwe173@hotmail.com,Customer 2173,ENG,United Kingdom,53,60.89,FALSE,,
#9268,10/21/24 12:00,,Hydra Cream B,1,49,8.45,refunded,unfulfilled,196,40.31,0,23.83,0,USD,ksroqoncn173@hotmail.com,Customer 2173,VIC,Australia,155.69,0,FALSE,,
#8656,5/1/25 14:05,,Classic Tee 01,1,22,5.5,paid,unfulfilled,101,23.46,4.99,10.55,93.08,USD,foxnbsrqk173@brand.com,Customer 2173,NSW,Australia,77.54,93.08,FALSE,,
#5585,7/4/25 0:40,,Classic Tee 01,1,22,1.09,paid,fulfilled,22,1.09,6.99,2.16,30.06,USD,ditfcpkmh471@gmail.com,Customer 1471,FL,United States,20.91,30.06,FALSE,,
#11382,12/17/24 22:36,,Light Jacket 01,1,79,0,paid,fulfilled,79,0,4.99,6.86,90.85,USD,aerryai173@hotmail.com,Customer 2173,TX,United States,79,90.85,FALSE,,
#11430,4/9/25 16:38,,Socks 3-Pack,1,14,3.53,paid,fulfilled,14,3.53,0,0.64,11.11,USD,agzzcuwm173@brand.com,Customer 2173,ON,Canada,10.47,11.11,FALSE,,
#11790,8/28/24 9:22,,Premium Tee 02,4,28,0,paid,fulfilled,224,0,0,13.8,237.8,USD,aamskcuoa173@hotmail.com,Customer 2173,NY,United States,224,237.8,FALSE,,
#3190,2/15/25 12:46,,Light Jacket 01,1,79,0,paid,partial,79,0,0,4.93,83.93,USD,pioaoi173@yahoo.com,Customer 2173,WA,United States,79,83.93,FALSE,,
#7062,8/14/25 17:48,,Starter Kit C,1,79,6.5,refunded,fulfilled,79,6.5,4.99,6.1,0,USD,eczpgsdm173@hotmail.com,Customer 2173,IL,United States,72.5,0,TRUE,,
#4262,10/19/24 18:39,,Shorts 01,2,35,0,paid,fulfilled,105,0,0,9.79,114.79,USD,hnipttskep173@gmail.com,Customer 2173,NSW,Australia,105,114.79,FALSE,,
#11534,5/21/25 23:34,,Radiance Serum A,1,39,6.52,paid,fulfilled,118,17.6,6.99,9.23,116.62,USD,pmqctojtak173@hotmail.com,Customer 2173,WA,United States,100.4,116.62,FALSE,,
#9010,1/20/25 20:06,,Shorts 01,1,35,5.83,paid,fulfilled,49,9.01,6.99,5.83,52.81,USD,psmwrfpw173@gmail.com,Customer 2173,ENG,United Kingdom,39.99,52.81,FALSE,,
#6190,12/15/24 14:04,,Hoodie 01,1,55,16.58,refunded,fulfilled,341,94.24,4.99,21.77,0,USD,kfducstb173@gmail.com,Customer 2173,CA,United States,246.76,0,FALSE,,
#12577,9/9/24 21:32,,Clarifying Toner X,1,25,2.13,paid,fulfilled,144,10.42,9.99,12.09,155.66,USD,icbpnrhthb173@hotmail.com,Customer 2173,ENG,United Kingdom,133.58,155.66,FALSE,,
#7035,2/9/25 23:35,,Starter Kit C,1,79,0,paid,fulfilled,237,0,6.99,15.76,259.75,USD,wtilbquy173@brand.com,Customer 2173,TX,United States,237,259.75,FALSE,,
#7069,4/18/25 0:05,,Starter Kit C,2,79,35.74,paid,fulfilled,183,42.81,0,12.1,152.29,USD,befbhszwpe173@yahoo.com,Customer 2173,FL,United States,140.19,152.29,FALSE,,
#12346,10/29/24 7:44,,Glow Oil L,1,35,0,paid,fulfilled,304,0,6.99,25.11,336.1,USD,cjjxfbc173@gmail.com,Customer 2173,BC,Canada,304,336.1,FALSE,,
#4537,10/20/24 6:39,,Leggings 01,1,49,0,paid,fulfilled,49,0,0,3.45,52.45,USD,hsgestu173@yahoo.com,Customer 2173,TX,United States,49,52.45,FALSE,,
#9586,9/18/24 18:43,,Radiance Serum A,3,39,0,paid,partial,117,0,4.99,23.62,145.61,USD,kykewwqbue173@hotmail.com,Customer 2173,NSW,Australia,117,145.61,FALSE,,
#7991,4/15/25 17:48,,Light Jacket 01,1,79,15.2,paid,fulfilled,79,15.2,4.99,5.53,74.32,USD,lghcaa173@gmail.com,Customer 2173,NY,United States,63.8,74.32,FALSE,,
#5038,8/1/25 8:53,,Cap 01,2,19,0,paid,fulfilled,79,0,4.99,10.86,94.85,USD,ogreui937@hotmail.com,Customer 937,VIC,Australia,79,94.85,FALSE,,
#10200,2/2/25 8:29,,Cap 01,1,19,5.05,paid,fulfilled,19,5.05,6.99,1.66,22.6,USD,jvhuyo173@gmail.com,Customer 2173,IL,United States,13.95,22.6,FALSE,,
#5810,5/22/25 7:04,,Repair Eye Gel G,1,45,0,paid,fulfilled,199,0,4.99,15.95,219.94,USD,elfdumkzi820@gmail.com,Customer 1820,FL,United States,199,219.94,FALSE,,
#8497,10/16/24 17:34,,Premium Tee 02,2,28,0,paid,fulfilled,205,0,4.99,12.79,222.78,USD,bylhjsfvu937@hotmail.com,Customer 937,IL,United States,205,222.78,FALSE,,
#4144,1/20/25 18:37,,Clarifying Toner X,2,25,0,paid,partial,461,0,0,31.35,492.35,USD,xkfoephs671@brand.com,Customer 5671,CA,United States,461,492.35,FALSE,,
#4847,4/11/25 21:43,,Glow Oil L,1,35,2.84,paid,fulfilled,35,2.84,4.99,6.89,44.04,USD,bzzzajx173@gmail.com,Customer 2173,ENG,United Kingdom,32.16,44.04,FALSE,,
#5244,4/8/25 0:54,,Classic Tee 01,1,22,0,paid,unfulfilled,50,0,0,3.59,53.59,USD,cjeqgjufro937@yahoo.com,Customer 937,QC,Canada,50,53.59,FALSE,,
#9691,7/30/25 7:38,,Light Jacket 01,1,79,0,paid,fulfilled,177,0,6.99,13.28,197.27,USD,vkjpau471@hotmail.com,Customer 1471,ON,Canada,177,197.27,FALSE,,
#6045,2/3/25 23:56,,Premium Tee 02,1,28,0,paid,fulfilled,296,0,6.99,26.48,329.47,USD,nvrnnvjgca173@brand.com,Customer 2173,WA,United States,296,329.47,FALSE,,
#11581,1/19/25 0:38,,Premium Tee 02,1,28,0,paid,unfulfilled,28,0,0,2,30,USD,oathrgp937@brand.com,Customer 937,IL,United States,28,30,FALSE,,
#9024,9/2/24 13:02,,Classic Tee 01,1,22,2.69,paid,fulfilled,22,2.69,4.99,1.75,26.05,USD,pmulyt173@gmail.com,Customer 2173,ON,Canada,19.31,26.05,FALSE,,
#8360,6/2/25 11:06,,Leggings 01,3,49,0,paid,fulfilled,305,0,0,52.64,357.64,USD,yqrcobxbl937@gmail.com,Customer 937,NSW,Australia,305,357.64,FALSE,,
#3132,9/13/24 9:45,,Hydra Cream B,1,49,0,paid,unfulfilled,49,0,0,9.04,58.04,USD,iueyvdzhmz173@brand.com,Customer 2173,NSW,Australia,49,58.04,FALSE,,
#10880,5/6/25 3:40,,Light Jacket 01,2,79,0,paid,fulfilled,229,0,4.99,19.28,253.27,USD,igcqztjd173@hotmail.com,Customer 2173,ON,Canada,229,253.27,FALSE,,
#6838,7/23/25 15:45,,Foam Cleanser F,1,21,0.75,paid,unfulfilled,523,21.01,6.99,33.41,542.39,USD,xbebficx173@gmail.com,Customer 2173,BC,Canada,501.99,542.39,FALSE,,
#10961,9/23/24 9:50,,Radiance Serum A,1,39,0,paid,fulfilled,164,0,4.99,14.33,183.32,USD,buhpqlmrh173@hotmail.com,Customer 2173,TX,United States,164,183.32,FALSE,,
#3480,1/7/25 4:18,,Foam Cleanser F,2,21,1.17,paid,fulfilled,42,1.17,0,3.57,44.4,USD,umjzrhkrql173@hotmail.com,Customer 2173,NY,United States,40.83,44.4,FALSE,,
#12622,3/23/25 13:21,,Revive Mask M,2,29,15.79,paid,fulfilled,179,47.28,0,11.11,142.83,USD,fxlvppav173@brand.com,Customer 2173,BC,Canada,131.72,142.83,FALSE,,
#7393,8/1/25 15:21,,Shorts 01,1,35,0,paid,fulfilled,380,0,6.99,23.66,410.65,USD,tupkwax820@yahoo.com,Customer 1820,ON,Canada,380,410.65,FALSE,,
#3216,8/3/25 7:18,,Leggings 01,1,49,0.13,paid,fulfilled,49,0.13,0,3.65,52.52,USD,qqrcfrjb937@hotmail.com,Customer 937,WA,United States,48.87,52.52,FALSE,,
#3478,1/23/25 2:09,,Repair Eye Gel G,2,45,19.55,paid,fulfilled,169,36.76,0,9.44,141.68,USD,dbwuzplma173@yahoo.com,Customer 2173,TX,United States,132.24,141.68,FALSE,,
#4765,7/18/25 14:37,,Hydra Cream B,1,49,0,paid,fulfilled,316,0,0,24.79,340.79,USD,kdeamafjp937@gmail.com,Customer 937,WA,United States,316,340.79,FALSE,,
#12394,5/27/25 17:11,,Hoodie 01,1,55,0,paid,fulfilled,250,0,6.99,15.66,272.65,USD,xyfjphajie820@yahoo.com,Customer 1820,TX,United States,250,272.65,FALSE,,
#3417,12/17/24 8:59,,Radiance Serum A,2,39,0,paid,fulfilled,187,0,4.99,18.12,210.11,USD,ddwmsve173@yahoo.com,Customer 2173,NSW,Australia,187,210.11,FALSE,,
#6075,10/21/24 14:13,,Premium Tee 02,1,28,3.2,paid,partial,265,37.02,4.99,22.05,255.02,USD,azjkegffy173@yahoo.com,Customer 2173,NY,United States,227.98,255.02,FALSE,,
#12507,12/16/24 7:05,,Revive Mask M,2,29,0,paid,fulfilled,58,0,0,10.77,68.77,USD,qugcqwpiml173@hotmail.com,Customer 2173,VIC,Australia,58,68.77,FALSE,,
#5422,1/25/25 21:35,,Hydra Cream B,1,49,0,paid,fulfilled,49,0,0,3.86,52.86,USD,xivkbf173@yahoo.com,Customer 2173,QC,Canada,49,52.86,FALSE,,
#5391,5/5/25 21:57,,Radiance Serum A,1,39,0,paid,fulfilled,67,0,4.99,7.15,79.14,USD,lqaiqovvc173@brand.com,Customer 2173,VIC,Australia,67,79.14,FALSE,,
#3777,1/29/25 2:40,,Cap 01,3,19,0,paid,fulfilled,164,0,6.99,14.11,185.1,USD,inxzxrgfn937@brand.com,Customer 937,VIC,Australia,164,185.1,FALSE,,
#10052,9/24/24 2:34,,Socks 3-Pack,1,14,0,paid,fulfilled,180,0,0,20.38,200.38,USD,firbwneze173@hotmail.com,Customer 2173,ENG,United Kingdom,180,200.38,FALSE,,
#11055,9/15/24 10:11,,Starter Kit C,2,79,13.04,paid,fulfilled,158,13.04,4.99,13.98,163.93,USD,fztxvauuax471@gmail.com,Customer 1471,CA,United States,144.96,163.93,FALSE,,
#8709,8/1/25 4:32,,Hoodie 01,1,55,0,partially_refunded,fulfilled,206,0,0,36.73,130.81,USD,rdjgisxbms173@yahoo.com,Customer 2173,VIC,Australia,206,130.81,FALSE,,
#7825,6/2/25 16:07,,Revive Mask M,1,29,0,paid,fulfilled,79,0,0,4.8,83.8,USD,hfzkidncx937@gmail.com,Customer 937,BC,Canada,79,83.8,FALSE,,
#4058,8/28/24 0:23,,Clarifying Toner X,3,25,0,paid,fulfilled,75,0,0,10.09,85.09,USD,iajqpzs173@yahoo.com,Customer 2173,NSW,Australia,75,85.09,FALSE,,
#7863,1/19/25 16:26,,Light Jacket 01,1,79,0,paid,unfulfilled,213,0,6.99,20.07,240.06,USD,uymsqvkxsl471@brand.com,Customer 1471,FL,United States,213,240.06,FALSE,,
#3619,9/17/24 22:05,,Revive Mask M,5,29,0,paid,fulfilled,145,0,9.99,9.73,164.72,USD,efvrremnq173@gmail.com,Customer 2173,TX,United States,145,164.72,FALSE,,
#11882,10/2/24 15:35,,Hoodie 01,2,55,2.29,paid,fulfilled,431,8.73,4.99,57.46,484.72,USD,nivxxi173@brand.com,Customer 2173,ENG,United Kingdom,422.27,484.72,FALSE,,
#3135,12/6/24 17:54,,Radiance Serum A,3,39,8.77,paid,partial,201,14.23,0,15.86,202.63,USD,sxvyqrmlc173@hotmail.com,Customer 2173,QC,Canada,186.77,202.63,FALSE,,
#8003,5/13/25 6:04,,Shorts 01,3,35,0,paid,fulfilled,105,0,6.99,10.61,122.6,USD,lztdewyiod173@gmail.com,Customer 2173,ENG,United Kingdom,105,122.6,FALSE,,
#5860,9/24/24 17:50,,Radiance Serum A,1,39,0,paid,fulfilled,90,0,6.99,8.21,105.2,USD,myjciedbqw173@brand.com,Customer 2173,CA,United States,90,105.2,FALSE,,
#7143,5/11/25 13:35,,Socks 3-Pack,1,14,0,paid,partial,63,0,9.99,5.47,78.46,USD,wwylbu471@hotmail.com,Customer 1471,TX,United States,63,78.46,FALSE,,
#10274,3/19/25 16:44,,Premium Tee 02,1,28,0,paid,fulfilled,83,0,0,6.24,89.24,USD,hespwjfs173@brand.com,Customer 2173,CA,United States,83,89.24,FALSE,,
#8671,1/10/25 19:09,,Clarifying Toner X,1,25,0,paid,fulfilled,130,0,0,11.43,141.43,USD,bwwtndqsu820@brand.com,Customer 1820,FL,United States,130,141.43,FALSE,,
#6174,1/28/25 11:41,,Repair Eye Gel G,1,45,12.14,paid,partial,327,104.69,4.99,15.36,242.66,USD,zfbtqk173@gmail.com,Customer 2173,NY,United States,222.31,242.66,FALSE,,
#11875,4/22/25 5:19,,Leggings 01,2,49,10.65,paid,unfulfilled,98,10.65,4.99,6.11,98.45,USD,rqzbczdtnk471@brand.com,Customer 1471,BC,Canada,87.35,98.45,FALSE,,
#5592,4/11/25 22:10,,Light Jacket 01,1,79,0,paid,partial,395,0,0,32.06,427.06,USD,xdlijhh173@hotmail.com,Customer 2173,NY,United States,395,427.06,FALSE,,
#4997,10/9/24 12:12,,Hydra Cream B,2,49,19.11,partially_refunded,fulfilled,191,37.2,0,13.88,143.93,USD,meixvdmp937@gmail.com,Customer 937,NY,United States,153.8,143.93,FALSE,,
#9525,5/13/25 22:02,,Socks 3-Pack,1,14,0,paid,fulfilled,14,0,9.99,1.66,25.65,USD,allpvlgipn820@brand.com,Customer 1820,NY,United States,14,25.65,FALSE,,
#12555,6/11/25 22:55,,Classic Tee 01,1,22,1.52,paid,fulfilled,22,1.52,6.99,2.13,29.6,USD,uojdjv173@hotmail.com,Customer 2173,WA,United States,20.48,29.6,FALSE,,
#10796,12/23/24 22:19,1/18/25 22:19,Foam Cleanser F,2,21,6.08,refunded,fulfilled,313,39.15,0,19.62,0,USD,updhdwl173@yahoo.com,Customer 2173,ON,Canada,273.85,0,FALSE,,
#7376,6/3/25 8:14,,Premium Tee 02,1,28,0,paid,fulfilled,28,0,4.99,2.74,35.73,USD,puaracvn173@hotmail.com,Customer 2173,VIC,Australia,28,35.73,FALSE,,
#11087,11/6/24 8:25,,Premium Tee 02,1,28,0,paid,unfulfilled,28,0,0,2.51,30.51,USD,ivzlekn937@brand.com,Customer 937,IL,United States,28,30.51,FALSE,,
#6914,2/10/25 1:12,,Socks 3-Pack,1,14,0.71,paid,unfulfilled,14,0.71,0,2.19,15.48,USD,jxledvz173@hotmail.com,Customer 2173,ENG,United Kingdom,13.29,15.48,FALSE,,
#5586,9/14/24 5:42,,Premium Tee 02,1,28,0,paid,fulfilled,243,0,0,17.36,260.36,USD,thrhosupkj173@brand.com,Customer 2173,TX,United States,243,260.36,FALSE,,
#10753,7/21/25 19:09,,Starter Kit C,4,79,83.84,paid,fulfilled,450,114.12,4.99,29.28,370.15,USD,dcqivasn173@brand.com,Customer 2173,FL,United States,335.88,370.15,FALSE,,
#7325,9/22/24 17:05,,Cap 01,1,19,0.13,paid,fulfilled,127,0.87,4.99,10.68,141.8,USD,thdggdw173@brand.com,Customer 2173,QC,Canada,126.13,141.8,FALSE,,
#11877,4/26/25 22:55,,Foam Cleanser F,1,21,1.38,paid,fulfilled,178,12.25,0,12.25,178,USD,zsqfukwmt173@brand.com,Customer 2173,WA,United States,165.75,178,FALSE,,
#11100,1/2/25 13:18,,Premium Tee 02,1,28,0,paid,fulfilled,83,0,0,7.83,90.83,USD,qjoipkvdva173@yahoo.com,Customer 2173,QC,Canada,83,90.83,FALSE,,
#6326,3/31/25 21:40,,Light Jacket 01,2,79,0,refunded,fulfilled,186,0,4.99,17.51,0,USD,oanqokzt173@hotmail.com,Customer 2173,IL,United States,186,0,FALSE,,
#8028,6/29/25 8:37,,Hydra Cream B,1,49,7,paid,fulfilled,119,16.29,9.99,9.38,122.08,USD,bkoperws173@yahoo.com,Customer 2173,NY,United States,102.71,122.08,FALSE,,
#7699,4/9/25 1:08,,Cap 01,1,19,0.92,paid,fulfilled,237,8.77,0,14.77,243,USD,pdyibxxrii173@gmail.com,Customer 2173,IL,United States,228.23,243,FALSE,,
#8994,11/27/24 20:53,,Revive Mask M,1,29,0,partially_refunded,fulfilled,29,0,4.99,2.39,32.03,USD,xqwgntfue173@hotmail.com,Customer 2173,FL,United States,29,32.03,FALSE,,
#5769,7/12/25 8:54,,Socks 3-Pack,2,14,0,paid,fulfilled,122,0,0,8.18,130.18,USD,klmribu173@brand.com,Customer 2173,TX,United States,122,130.18,FALSE,,
#4777,8/5/25 21:30,,Hoodie 01,1,55,0,paid,fulfilled,55,0,4.99,4.98,64.97,USD,kmarjhev173@hotmail.com,Customer 2173,FL,United States,55,64.97,FALSE,,
#10691,11/6/24 8:21,,Repair Eye Gel G,3,45,7.42,paid,fulfilled,337,15.26,4.99,61.84,388.57,USD,nfylnf173@hotmail.com,Customer 2173,VIC,Australia,321.74,388.57,FALSE,,
#10955,8/2/25 20:18,,Socks 3-Pack,3,14,5.38,paid,unfulfilled,42,5.38,0,6.69,43.31,USD,qteinfneq937@brand.com,Customer 937,ENG,United Kingdom,36.62,43.31,FALSE,,
#11050,4/22/25 21:52,,Hoodie 01,2,55,35.68,refunded,fulfilled,110,35.68,4.99,6.18,0,USD,oaottp173@hotmail.com,Customer 2173,IL,United States,74.32,0,FALSE,,
#4362,5/7/25 12:08,5/13/25 12:08,Revive Mask M,1,29,0,refunded,fulfilled,29,0,4.99,2.52,0,USD,hiogfqclnt173@yahoo.com,Customer 2173,ON,Canada,29,0,FALSE,,
#9635,4/25/25 18:53,,Radiance Serum A,1,39,0,paid,unfulfilled,83,0,6.99,7.13,97.12,USD,dxibeqnud173@gmail.com,Customer 2173,QC,Canada,83,97.12,FALSE,,
#4866,10/1/24 7:09,,Light Jacket 01,1,79,0,paid,fulfilled,183,0,0,15.75,198.75,USD,zzairg937@brand.com,Customer 937,NSW,Australia,183,198.75,FALSE,,
#9594,2/16/25 10:17,,Cap 01,1,19,0,paid,fulfilled,232,0,0,15.93,247.93,USD,bmghgw173@hotmail.com,Customer 2173,IL,United States,232,247.93,FALSE,,
#4035,6/24/25 20:24,,Light Jacket 01,1,79,0,paid,partial,79,0,0,5.95,84.95,USD,sbkugznrq937@hotmail.com,Customer 937,ON,Canada,79,84.95,FALSE,,
#3481,9/14/24 16:06,,Socks 3-Pack,1,14,0,paid,fulfilled,112,0,0,17.07,129.07,USD,ggbffvp471@yahoo.com,Customer 1471,ENG,United Kingdom,112,129.07,FALSE,,
#11563,1/13/25 15:20,,Leggings 01,3,49,0,paid,unfulfilled,147,0,6.99,10.33,164.32,USD,nmlydjgbik173@hotmail.com,Customer 2173,WA,United States,147,164.32,FALSE,,
#12317,1/26/25 5:52,,Shorts 01,2,35,0,paid,partial,70,0,0,7.22,77.22,USD,hnarhoiwji173@hotmail.com,Customer 2173,ENG,United Kingdom,70,77.22,FALSE,,
#3567,9/29/24 18:45,,Foam Cleanser F,1,21,2.88,paid,fulfilled,98,12,0,5.62,91.62,USD,elptjb937@brand.com,Customer 937,WA,United States,86,91.62,FALSE,,
#4356,9/15/24 14:26,,Socks 3-Pack,1,14,0,paid,fulfilled,148,0,9.99,28.49,186.48,USD,nifjqup937@hotmail.com,Customer 937,VIC,Australia,148,186.48,FALSE,,
#4202,1/27/25 19:49,,Premium Tee 02,1,28,0,refunded,partial,63,0,4.99,4.1,0,USD,edcgbeih937@yahoo.com,Customer 937,IL,United States,63,0,FALSE,,
#7407,8/8/25 6:27,,Classic Tee 01,1,22,0.7,paid,fulfilled,182,4.74,0,14.03,191.29,USD,vfkcdemxju173@gmail.com,Customer 2173,CA,United States,177.26,191.29,TRUE,,
#9540,4/13/25 23:35,,Clarifying Toner X,1,25,0,paid,unfulfilled,47,0,0,2.96,49.96,USD,cwfadakoco937@hotmail.com,Customer 937,NY,United States,47,49.96,FALSE,,
#7089,3/15/25 2:49,,Radiance Serum A,1,39,0,paid,fulfilled,39,0,0,3.54,42.54,USD,vboxvk937@yahoo.com,Customer 937,BC,Canada,39,42.54,FALSE,,
#7870,3/4/25 23:10,,Leggings 01,2,49,0,partially_refunded,partial,188,0,4.99,15.67,175.32,USD,ngtzzeh173@gmail.com,Customer 2173,WA,United States,188,175.32,FALSE,,
#9626,4/20/25 23:37,,Leggings 01,1,49,6.8,paid,fulfilled,49,6.8,4.99,4.47,51.66,USD,ortkvgacey937@brand.com,Customer 937,ON,Canada,42.2,51.66,FALSE,,
#12514,4/3/25 6:14,,Repair Eye Gel G,1,45,1.06,paid,fulfilled,45,1.06,0,4.01,47.95,USD,mrwvoc173@yahoo.com,Customer 2173,CA,United States,43.94,47.95,FALSE,,
#11450,1/15/25 0:48,,Revive Mask M,1,29,0,refunded,partial,29,0,4.99,3.08,0,USD,klfupupn173@gmail.com,Customer 2173,ENG,United Kingdom,29,0,FALSE,,
#5012,8/30/24 9:33,,Leggings 01,1,49,0,paid,fulfilled,96,0,0,8.21,104.21,USD,wqmuzhv173@gmail.com,Customer 2173,QC,Canada,96,104.21,FALSE,,
#6623,7/15/25 10:25,,Glow Oil L,2,35,0,paid,fulfilled,199,0,0,34.97,233.97,USD,iwksiyhoew173@yahoo.com,Customer 2173,ENG,United Kingdom,199,233.97,FALSE,,
#4634,4/28/25 16:44,,Glow Oil L,1,35,3.58,paid,partial,63,6.59,4.99,6.3,67.7,USD,mkdqao820@brand.com,Customer 1820,NSW,Australia,56.41,67.7,FALSE,,
#7075,2/8/25 7:58,,Starter Kit C,1,79,0,paid,fulfilled,121,0,0,9.63,130.63,USD,tvkyqr937@brand.com,Customer 937,CA,United States,121,130.63,FALSE,,
#8155,7/19/25 2:16,,Foam Cleanser F,3,21,6.19,paid,partial,117,10.95,0,7.88,113.93,USD,kjiunox173@hotmail.com,Customer 2173,BC,Canada,106.05,113.93,FALSE,,
#5449,7/6/25 6:15,,Starter Kit C,1,79,19.03,paid,fulfilled,101,23.45,0,7.25,84.8,USD,enumbogaak937@brand.com,Customer 937,BC,Canada,77.55,84.8,FALSE,,
#4266,8/18/25 23:43,,Glow Oil L,1,35,7.01,paid,fulfilled,35,7.01,0,3.94,31.93,USD,ovcixavht173@gmail.com,Customer 2173,ENG,United Kingdom,27.99,31.93,TRUE,,
#7693,9/1/24 0:52,,Light Jacket 01,1,79,0,paid,partial,108,0,4.99,10.54,123.53,USD,iftfcky471@brand.com,Customer 1471,IL,United States,108,123.53,FALSE,,
#5068,5/3/25 14:45,,Foam Cleanser F,3,21,13.27,paid,partial,63,13.27,6.99,3.67,60.39,USD,uwuvkqa173@gmail.com,Customer 2173,WA,United States,49.73,60.39,FALSE,,
#7448,9/8/24 20:28,,Starter Kit C,1,79,3.71,paid,fulfilled,79,3.71,0,4.64,79.93,USD,zbsuhh173@brand.com,Customer 2173,IL,United States,75.29,79.93,FALSE,,
#6795,10/13/24 4:26,,Glow Oil L,1,35,0,paid,fulfilled,240,0,0,23.74,263.74,USD,qbyzpjsnoe471@brand.com,Customer 1471,ENG,United Kingdom,240,263.74,FALSE,,
#12558,5/4/25 6:10,,Clarifying Toner X,1,25,0,paid,fulfilled,88,0,9.99,6.61,104.6,USD,mzflivavns937@hotmail.com,Customer 937,IL,United States,88,104.6,FALSE,,
#11189,4/25/25 10:40,,Cap 01,1,19,0,paid,fulfilled,58,0,6.99,5.21,70.2,USD,pvgams173@gmail.com,Customer 2173,QC,Canada,58,70.2,FALSE,,
#11399,11/11/24 15:29,,Hydra Cream B,2,49,0,paid,partial,98,0,9.99,7.33,115.32,USD,reotnx173@hotmail.com,Customer 2173,IL,United States,98,115.32,FALSE,,
#3948,5/15/25 17:17,,Shorts 01,1,35,0,paid,fulfilled,35,0,4.99,2.7,42.69,USD,bdcupx173@brand.com,Customer 2173,CA,United States,35,42.69,FALSE,,
#6172,5/11/25 20:50,,Hoodie 01,1,55,0,paid,fulfilled,100,0,0,17.95,117.95,USD,jfhslj471@yahoo.com,Customer 1471,VIC,Australia,100,117.95,FALSE,,
#3984,10/19/24 1:35,10/26/24 1:35,Clarifying Toner X,1,25,7.98,refunded,fulfilled,102,32.04,0,5.44,0,USD,pogiqt820@yahoo.com,Customer 1820,NY,United States,69.96,0,FALSE,,
#6921,2/5/25 13:18,,Cap 01,1,19,0,paid,partial,19,0,4.99,1.64,25.63,USD,nbbucdtwt937@hotmail.com,Customer 937,IL,United States,19,25.63,FALSE,,
#10302,7/4/25 1:38,,Leggings 01,1,49,0,paid,fulfilled,226,0,6.99,30.5,263.49,USD,espezo173@hotmail.com,Customer 2173,VIC,Australia,226,263.49,FALSE,,
#9916,12/31/24 10:49,,Shorts 01,1,35,0,partially_refunded,fulfilled,35,0,6.99,4.88,40,USD,uklbzk937@gmail.com,Customer 937,ENG,United Kingdom,35,40,FALSE,,
#11243,2/17/25 17:38,,Repair Eye Gel G,1,45,2.3,paid,fulfilled,45,2.3,4.99,8.28,55.97,USD,hvfekgxghd173@brand.com,Customer 2173,ENG,United Kingdom,42.7,55.97,FALSE,,
#12234,5/20/25 14:27,,Clarifying Toner X,1,25,5.76,paid,fulfilled,25,5.76,4.99,1.99,26.22,USD,unxocrf173@yahoo.com,Customer 2173,FL,United States,19.24,26.22,FALSE,,
#6279,11/19/24 9:09,,Shorts 01,1,35,0,paid,fulfilled,182,0,9.99,34.93,226.92,USD,rvkynsml173@hotmail.com,Customer 2173,ENG,United Kingdom,182,226.92,FALSE,,
#11765,6/18/25 7:13,,Classic Tee 01,1,22,0,paid,unfulfilled,22,0,0,1.99,23.99,USD,gjemgwlic173@hotmail.com,Customer 2173,NY,United States,22,23.99,FALSE,,
#9882,5/9/25 17:22,,Foam Cleanser F,2,21,15.7,paid,fulfilled,42,15.7,4.99,2.18,33.47,USD,dkkqzrf937@yahoo.com,Customer 937,IL,United States,26.3,33.47,FALSE,,
#2702,8/12/25 23:08,,Clarifying Toner X,1,25,0,paid,fulfilled,123,0,0,8.45,131.45,USD,xjvhscikxv173@gmail.com,Customer 2173,TX,United States,123,131.45,TRUE,,
#5985,12/31/24 5:14,,Starter Kit C,1,79,0,paid,fulfilled,189,0,6.99,15.75,211.74,USD,fexcov173@gmail.com,Customer 2173,IL,United States,189,211.74,FALSE,,
#10653,5/12/25 10:07,,Light Jacket 01,2,79,0,paid,fulfilled,158,0,0,21.78,179.78,USD,wdfitzvjy173@brand.com,Customer 2173,NSW,Australia,158,179.78,FALSE,,
